adx_threshold,swing_period,cooldown_bars,min_vwap_dist_pct,pos_frac_cap,ema_filter,total_return_pct,cagr_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,win_rate_pct,profit_factor,total_trades,final_capital,sl_rate_pct
25,50,10,0.01,0.15,True,-31.83,-5.99,-1.232,-0.293,-34.79,-0.172,30.0,0.587,140,6816.81,69.29
30,200,30,0.005,0.25,False,-38.33,-7.49,-1.233,-0.321,-40.99,-0.183,30.77,0.617,156,6166.68,67.31
35,200,20,0.01,0.25,False,-34.61,-6.61,-1.239,-0.266,-35.0,-0.189,25.24,0.54,103,6538.89,71.84
25,100,20,0.002,0.2,True,-35.65,-6.85,-1.24,-0.344,-37.08,-0.185,28.66,0.616,164,6435.49,71.34
30,50,20,0.005,0.15,True,-28.47,-5.25,-1.243,-0.292,-31.28,-0.168,30.15,0.584,136,7153.06,68.38
25,200,20,0.002,0.15,True,-28.71,-5.31,-1.257,-0.302,-30.67,-0.173,30.22,0.575,139,7128.52,69.06
30,100,30,0.005,0.25,False,-41.68,-8.32,-1.268,-0.365,-48.47,-0.172,29.44,0.632,180,5831.95,70.0
25,200,30,0.005,0.15,True,-25.62,-4.66,-1.27,-0.248,-27.87,-0.167,34.23,0.537,111,7437.75,64.86
30,100,30,0.01,0.25,False,-40.76,-8.09,-1.276,-0.335,-41.96,-0.193,25.69,0.591,144,5924.24,72.92
35,100,30,0.002,0.15,True,-21.19,-3.76,-1.278,-0.201,-21.41,-0.176,31.08,0.455,74,7881.08,68.92
30,200,20,0.005,0.25,False,-42.07,-8.42,-1.285,-0.366,-45.51,-0.185,28.98,0.62,176,5793.45,68.18
35,50,20,0.005,0.15,True,-25.02,-4.53,-1.286,-0.235,-26.71,-0.17,29.79,0.504,94,7498.14,69.15
25,50,30,0.005,0.15,True,-28.69,-5.3,-1.287,-0.301,-29.78,-0.178,30.94,0.576,139,7130.6,68.35
30,50,30,0.002,0.25,True,-35.23,-6.76,-1.288,-0.297,-36.27,-0.186,27.87,0.562,122,6477.37,72.13
35,100,20,0.01,0.2,False,-35.0,-6.7,-1.291,-0.309,-35.93,-0.187,25.4,0.554,126,6499.76,70.63
30,100,20,0.01,0.25,False,-42.92,-8.64,-1.292,-0.364,-45.8,-0.189,25.47,0.602,161,5708.32,70.81
25,200,30,0.01,0.2,True,-29.62,-5.5,-1.294,-0.239,-31.85,-0.173,25.3,0.474,83,7037.6,73.49
35,50,30,0.005,0.25,False,-39.46,-7.77,-1.294,-0.331,-43.47,-0.179,28.86,0.596,149,6053.82,71.14
30,50,20,0.01,0.2,False,-39.46,-7.77,-1.295,-0.371,-41.57,-0.187,27.68,0.614,177,6053.65,67.8
35,200,30,0.01,0.25,False,-34.73,-6.64,-1.297,-0.264,-35.88,-0.185,23.4,0.505,94,6526.96,74.47
35,100,30,0.01,0.25,False,-37.35,-7.26,-1.298,-0.296,-37.35,-0.194,23.42,0.537,111,6265.41,75.68
30,100,20,0.002,0.15,True,-26.49,-4.84,-1.3,-0.278,-29.14,-0.166,31.71,0.55,123,7350.86,66.67
25,100,20,0.005,0.15,True,-31.29,-5.87,-1.332,-0.327,-33.06,-0.177,30.46,0.577,151,6870.73,68.87
25,50,30,0.01,0.15,True,-25.87,-4.71,-1.332,-0.243,-25.87,-0.182,26.44,0.466,87,7413.13,72.41
25,200,10,0.01,0.15,True,-31.81,-5.98,-1.333,-0.29,-35.96,-0.166,27.59,0.522,116,6819.31,72.41
35,50,10,0.01,0.15,True,-26.5,-4.84,-1.34,-0.231,-28.36,-0.171,22.67,0.433,75,7350.13,77.33
35,100,20,0.005,0.2,False,-37.46,-7.28,-1.349,-0.354,-39.22,-0.186,30.95,0.593,168,6253.55,66.07
35,200,20,0.002,0.15,True,-23.6,-4.24,-1.352,-0.223,-23.73,-0.179,25.68,0.423,74,7640.31,72.97
35,100,20,0.002,0.2,True,-28.93,-5.35,-1.356,-0.245,-28.93,-0.185,28.09,0.479,89,7107.23,71.91
35,50,10,0.005,0.15,True,-27.86,-5.12,-1.357,-0.271,-30.37,-0.169,30.63,0.514,111,7214.13,67.57
35,50,10,0.002,0.2,True,-33.58,-6.38,-1.359,-0.3,-35.4,-0.18,28.1,0.534,121,6641.85,71.07
35,200,30,0.005,0.2,False,-33.52,-6.37,-1.362,-0.289,-36.74,-0.173,30.51,0.529,118,6647.82,69.49
35,200,20,0.01,0.2,False,-33.43,-6.34,-1.371,-0.283,-33.93,-0.187,25.24,0.497,103,6657.33,71.84
30,50,30,0.01,0.2,False,-39.64,-7.81,-1.381,-0.365,-40.59,-0.192,27.39,0.575,157,6036.41,71.34
30,50,10,0.01,0.15,True,-30.48,-5.69,-1.381,-0.283,-31.85,-0.179,26.17,0.496,107,6952.06,72.9
30,100,20,0.005,0.25,False,-47.89,-9.97,-1.395,-0.448,-54.31,-0.184,27.91,0.624,215,5210.77,68.84
25,100,10,0.01,0.15,True,-32.78,-6.2,-1.396,-0.314,-36.34,-0.171,26.02,0.518,123,6721.64,73.17
30,50,10,0.005,0.15,True,-33.57,-6.38,-1.402,-0.358,-35.89,-0.178,28.93,0.565,159,6642.5,69.18
25,100,30,0.005,0.15,True,-29.01,-5.37,-1.406,-0.293,-30.14,-0.178,29.66,0.515,118,7099.23,70.34
25,100,10,0.002,0.15,True,-37.07,-7.19,-1.407,-0.414,-41.63,-0.173,30.88,0.604,204,6293.25,67.65
35,50,20,0.01,0.25,False,-42.46,-8.52,-1.409,-0.356,-44.24,-0.193,24.26,0.539,136,5753.62,72.06
30,100,30,0.01,0.2,False,-39.53,-7.78,-1.42,-0.36,-40.48,-0.192,25.69,0.548,144,6047.04,72.92
35,50,30,0.002,0.15,True,-23.13,-4.15,-1.423,-0.222,-23.34,-0.178,25.71,0.398,70,7687.5,74.29
35,200,30,0.01,0.2,False,-33.67,-6.4,-1.425,-0.279,-34.05,-0.188,23.4,0.462,94,6632.87,74.47
30,100,20,0.01,0.2,False,-41.48,-8.27,-1.443,-0.393,-43.95,-0.188,24.84,0.559,161,5852.48,70.81
25,200,30,0.002,0.2,True,-34.69,-6.63,-1.445,-0.321,-35.64,-0.186,27.05,0.509,122,6531.21,72.13
35,100,30,0.01,0.2,False,-36.39,-7.03,-1.445,-0.315,-36.39,-0.193,23.42,0.491,111,6360.89,75.68
25,100,30,0.01,0.15,True,-27.27,-5.0,-1.45,-0.263,-28.19,-0.177,25.29,0.437,87,7273.04,74.71
30,50,20,0.002,0.2,True,-36.8,-7.13,-1.454,-0.342,-38.63,-0.184,29.79,0.538,141,6319.83,70.21
30,50,10,0.002,0.2,True,-41.04,-8.16,-1.463,-0.399,-43.24,-0.189,28.16,0.572,174,5896.4,70.11
25,50,20,0.002,0.15,True,-33.99,-6.47,-1.465,-0.398,-36.77,-0.176,29.94,0.571,177,6600.52,70.06
25,50,10,0.005,0.15,True,-39.44,-7.76,-1.469,-0.429,-42.77,-0.181,30.29,0.596,208,6056.0,68.27
25,100,30,0.002,0.2,True,-35.87,-6.91,-1.47,-0.346,-37.57,-0.184,27.61,0.523,134,6412.82,72.39
30,200,30,0.005,0.2,False,-38.94,-7.64,-1.486,-0.366,-40.57,-0.188,30.77,0.546,156,6105.55,67.31
35,50,30,0.005,0.2,False,-39.02,-7.66,-1.49,-0.365,-42.25,-0.181,28.86,0.539,149,6098.4,71.14
35,100,10,0.01,0.25,False,-46.04,-9.46,-1.504,-0.397,-46.04,-0.205,22.15,0.527,149,5395.73,69.8
35,50,30,0.01,0.25,False,-42.28,-8.47,-1.508,-0.35,-42.47,-0.199,22.5,0.495,120,5771.99,76.67
30,200,20,0.005,0.2,False,-42.05,-8.41,-1.51,-0.41,-44.64,-0.188,28.98,0.558,176,5795.11,68.18
30,100,30,0.005,0.2,False,-42.12,-8.43,-1.516,-0.414,-47.44,-0.178,28.89,0.566,180,5788.17,70.0
25,200,30,0.01,0.15,True,-28.3,-5.22,-1.517,-0.264,-29.81,-0.175,25.3,0.403,83,7169.55,73.49
25,50,30,0.002,0.15,True,-31.74,-5.97,-1.519,-0.366,-32.38,-0.184,28.28,0.526,145,6826.05,71.72
35,100,20,0.01,0.15,False,-33.91,-6.45,-1.533,-0.346,-34.76,-0.186,24.6,0.486,126,6609.35,70.63
35,100,30,0.005,0.15,False,-32.93,-6.23,-1.538,-0.337,-35.28,-0.177,31.88,0.507,138,6707.1,67.39
35,50,20,0.002,0.25,True,-38.19,-7.46,-1.544,-0.311,-38.19,-0.195,23.23,0.448,99,6180.89,76.77
25,100,10,0.005,0.15,True,-38.84,-7.61,-1.549,-0.421,-41.7,-0.183,28.73,0.552,181,6116.23,70.17
30,50,30,0.002,0.2,True,-35.64,-6.85,-1.555,-0.335,-36.12,-0.19,27.87,0.487,122,6435.82,72.13
30,200,20,0.01,0.25,False,-45.27,-9.25,-1.557,-0.385,-45.52,-0.203,22.96,0.502,135,5473.44,74.07
30,100,30,0.002,0.15,True,-29.32,-5.44,-1.558,-0.317,-30.12,-0.181,29.66,0.473,118,7067.97,68.64
35,50,20,0.01,0.2,False,-40.9,-8.12,-1.562,-0.379,-42.33,-0.192,24.26,0.496,136,5909.9,72.06
35,200,20,0.005,0.25,False,-42.67,-8.57,-1.565,-0.364,-45.89,-0.187,27.01,0.507,137,5733.11,70.07
25,50,20,0.01,0.25,False,-52.09,-11.18,-1.571,-0.488,-54.89,-0.204,27.52,0.593,218,4791.31,68.81
35,100,30,0.002,0.25,False,-44.28,-8.99,-1.593,-0.387,-46.92,-0.192,27.4,0.514,146,5571.79,71.92
30,200,30,0.01,0.25,False,-44.34,-9.01,-1.603,-0.37,-44.34,-0.203,22.13,0.472,122,5565.91,74.59
35,200,10,0.01,0.25,False,-45.19,-9.23,-1.608,-0.379,-45.19,-0.204,21.26,0.469,127,5480.51,70.87
30,100,30,0.002,0.25,False,-49.94,-10.55,-1.611,-0.478,-53.45,-0.197,27.64,0.566,199,5006.26,71.36
35,100,20,0.002,0.15,True,-28.3,-5.22,-1.618,-0.275,-28.3,-0.184,28.09,0.395,89,7169.92,71.91
35,100,10,0.01,0.2,False,-44.26,-8.99,-1.623,-0.416,-44.26,-0.203,22.15,0.493,149,5573.62,69.8
35,200,20,0.01,0.15,False,-32.36,-6.1,-1.626,-0.315,-32.98,-0.185,24.27,0.424,103,6764.18,71.84
30,100,20,0.005,0.2,False,-47.68,-9.91,-1.627,-0.5,-52.91,-0.187,27.44,0.566,215,5232.32,68.84
25,100,20,0.002,0.15,True,-36.67,-7.09,-1.631,-0.418,-37.29,-0.19,27.44,0.513,164,6333.07,71.34
30,50,30,0.005,0.25,False,-51.23,-10.92,-1.633,-0.488,-55.5,-0.197,27.14,0.558,199,4877.17,72.36
30,50,20,0.01,0.15,False,-39.77,-7.84,-1.646,-0.442,-41.13,-0.191,26.55,0.525,177,6022.84,67.8
35,50,30,0.01,0.2,False,-40.73,-8.08,-1.651,-0.369,-40.73,-0.198,22.5,0.454,120,5926.88,76.67
35,50,20,0.005,0.25,False,-49.37,-10.38,-1.653,-0.456,-51.35,-0.202,26.67,0.536,180,5062.94,70.56
25,50,10,0.002,0.15,True,-43.5,-8.79,-1.661,-0.516,-47.98,-0.183,29.91,0.571,234,5650.48,68.38
30,50,30,0.01,0.15,False,-38.95,-7.64,-1.681,-0.419,-39.59,-0.193,26.75,0.496,157,6105.11,71.34
35,200,30,0.01,0.15,False,-32.58,-6.15,-1.685,-0.308,-32.58,-0.189,23.4,0.388,94,6742.5,74.47
30,50,20,0.005,0.25,False,-55.75,-12.31,-1.686,-0.559,-59.8,-0.206,27.87,0.582,244,4425.16,69.26
35,200,30,0.005,0.15,False,-33.53,-6.37,-1.693,-0.335,-35.5,-0.179,29.66,0.434,118,6647.02,69.49
30,200,20,0.01,0.2,False,-43.15,-8.7,-1.695,-0.405,-43.42,-0.2,22.96,0.465,135,5684.81,74.07
25,50,30,0.005,0.25,False,-55.72,-12.3,-1.699,-0.565,-56.32,-0.218,28.0,0.589,250,4428.47,70.8
35,200,10,0.01,0.2,False,-43.19,-8.71,-1.7,-0.391,-43.19,-0.202,21.26,0.44,127,5681.16,70.87
35,100,20,0.005,0.15,False,-37.91,-7.39,-1.701,-0.418,-38.95,-0.19,29.76,0.501,168,6208.9,66.07
35,50,10,0.002,0.15,True,-33.91,-6.45,-1.705,-0.348,-35.17,-0.183,28.1,0.437,121,6609.22,71.07
30,100,30,0.01,0.15,False,-38.66,-7.57,-1.717,-0.41,-39.35,-0.192,25.69,0.47,144,6133.72,72.92
25,200,20,0.005,0.25,False,-53.94,-11.74,-1.718,-0.532,-55.9,-0.21,29.79,0.57,235,4605.59,65.96
25,100,20,0.01,0.25,False,-54.35,-11.87,-1.721,-0.522,-56.84,-0.209,25.0,0.541,204,4565.18,71.08
35,50,20,0.002,0.2,True,-37.31,-7.25,-1.723,-0.33,-37.31,-0.194,23.23,0.396,99,6269.21,76.77
35,50,30,0.002,0.25,False,-48.99,-10.28,-1.735,-0.444,-51.02,-0.201,25.48,0.492,157,5101.5,73.89
35,100,30,0.01,0.15,False,-35.61,-6.84,-1.736,-0.351,-35.61,-0.192,23.42,0.413,111,6439.5,75.68
30,200,30,0.01,0.2,False,-42.48,-8.52,-1.738,-0.387,-42.48,-0.201,22.13,0.434,122,5751.76,74.59
25,100,30,0.005,0.25,False,-54.38,-11.87,-1.74,-0.538,-54.96,-0.216,27.88,0.561,226,4562.45,69.91
30,100,20,0.01,0.15,False,-40.62,-8.05,-1.752,-0.448,-42.43,-0.19,24.22,0.483,161,5937.63,70.81
30,100,10,0.01,0.25,False,-55.32,-12.17,-1.759,-0.527,-57.06,-0.213,23.23,0.523,198,4468.01,69.19
35,100,10,0.005,0.25,False,-54.77,-12.0,-1.768,-0.532,-55.87,-0.215,26.27,0.543,217,4523.43,64.06
25,200,30,0.002,0.15,True,-34.19,-6.52,-1.769,-0.368,-34.59,-0.188,26.23,0.421,122,6580.73,72.13
35,200,20,0.005,0.2,False,-41.83,-8.36,-1.77,-0.393,-44.18,-0.189,27.01,0.453,137,5816.58,70.07
30,200,30,0.002,0.25,False,-49.72,-10.49,-1.773,-0.472,-49.87,-0.21,23.78,0.483,164,5027.56,71.95
30,50,20,0.002,0.15,True,-36.39,-7.03,-1.786,-0.397,-37.71,-0.186,28.37,0.449,141,6360.89,70.21
30,50,10,0.002,0.15,True,-40.91,-8.13,-1.801,-0.465,-42.37,-0.192,27.01,0.485,174,5908.86,70.11
25,50,20,0.01,0.2,False,-51.36,-10.96,-1.81,-0.54,-53.52,-0.205,27.06,0.536,218,4864.15,68.81
25,100,30,0.002,0.15,True,-35.5,-6.82,-1.818,-0.4,-36.05,-0.189,26.12,0.432,134,6450.48,72.39
35,100,30,0.002,0.2,False,-43.78,-8.86,-1.819,-0.421,-45.61,-0.194,27.4,0.455,146,5621.91,71.92
35,50,30,0.005,0.15,False,-38.63,-7.56,-1.836,-0.421,-40.78,-0.185,28.19,0.451,149,6137.37,71.14
25,200,20,0.002,0.25,False,-57.43,-12.85,-1.843,-0.605,-58.8,-0.219,27.78,0.551,252,4257.21,67.46
25,50,20,0.005,0.25,False,-60.69,-13.96,-1.846,-0.659,-62.52,-0.223,28.52,0.59,298,3931.12,68.12
30,100,30,0.002,0.2,False,-49.34,-10.38,-1.856,-0.525,-51.94,-0.2,27.14,0.507,199,5065.74,71.36
35,50,20,0.01,0.15,False,-39.41,-7.75,-1.858,-0.423,-40.47,-0.192,23.53,0.424,136,6058.79,72.06
30,200,30,0.005,0.15,False,-38.98,-7.65,-1.865,-0.428,-39.64,-0.193,30.77,0.451,156,6101.98,67.31
30,50,30,0.002,0.15,True,-34.64,-6.62,-1.868,-0.38,-34.78,-0.19,26.23,0.403,122,6536.11,72.13
30,50,30,0.005,0.2,False,-50.35,-10.67,-1.87,-0.533,-53.66,-0.199,26.63,0.503,199,4965.16,72.36
30,100,30,0.005,0.15,False,-41.97,-8.39,-1.884,-0.484,-45.55,-0.184,28.89,0.476,180,5802.5,70.0
35,100,10,0.01,0.15,False,-42.8,-8.6,-1.889,-0.457,-42.8,-0.201,20.81,0.429,149,5720.37,69.8
25,100,20,0.01,0.2,False,-52.28,-11.24,-1.892,-0.557,-54.31,-0.207,24.51,0.5,204,4771.86,71.08
35,200,10,0.005,0.25,False,-52.78,-11.39,-1.892,-0.493,-55.55,-0.205,24.16,0.476,178,4721.93,62.92
30,100,10,0.01,0.2,False,-53.05,-11.47,-1.896,-0.553,-54.48,-0.211,22.73,0.49,198,4694.61,69.19
35,50,20,0.002,0.15,True,-35.11,-6.73,-1.898,-0.35,-35.11,-0.192,23.23,0.34,99,6489.14,76.77
30,200,20,0.005,0.15,False,-42.22,-8.46,-1.908,-0.482,-44.14,-0.192,28.41,0.464,176,5778.05,68.18
35,50,20,0.005,0.2,False,-48.84,-10.23,-1.909,-0.499,-50.27,-0.204,26.67,0.476,180,5116.25,70.56
30,100,20,0.002,0.25,False,-58.0,-13.04,-1.916,-0.599,-60.89,-0.214,26.72,0.526,232,4199.82,69.4
25,100,30,0.01,0.25,False,-56.21,-12.46,-1.917,-0.543,-58.15,-0.214,23.24,0.484,185,4379.02,74.59
35,50,10,0.01,0.25,False,-55.34,-12.18,-1.937,-0.518,-55.34,-0.22,19.63,0.445,163,4465.98,71.78
35,50,30,0.01,0.15,False,-39.18,-7.7,-1.939,-0.405,-39.18,-0.196,22.5,0.383,120,6081.73,76.67
35,50,30,0.002,0.2,False,-47.8,-9.94,-1.948,-0.476,-49.32,-0.202,25.48,0.44,157,5220.45,73.89
30,200,10,0.005,0.25,False,-59.18,-13.44,-1.95,-0.612,-60.17,-0.223,25.41,0.521,244,4082.2,61.07
30,200,30,0.002,0.2,False,-47.98,-9.99,-1.956,-0.501,-48.01,-0.208,23.78,0.438,164,5202.12,71.95
35,200,10,0.01,0.15,False,-41.59,-8.3,-1.957,-0.424,-41.69,-0.199,20.47,0.377,127,5840.82,70.87
25,200,30,0.005,0.25,False,-55.48,-12.22,-1.958,-0.539,-56.53,-0.216,28.36,0.495,201,4451.82,68.66
35,200,30,0.002,0.25,False,-48.06,-10.02,-1.964,-0.431,-50.49,-0.198,22.4,0.391,125,5193.8,76.8
30,200,20,0.002,0.25,False,-55.66,-12.28,-1.968,-0.549,-56.3,-0.218,23.94,0.47,188,4434.39,71.28
25,50,30,0.01,0.25,False,-57.47,-12.87,-1.973,-0.558,-58.37,-0.22,25.26,0.488,194,4252.61,74.23
30,50,20,0.005,0.2,False,-55.66,-12.28,-1.979,-0.622,-58.85,-0.209,27.46,0.518,244,4433.7,69.26
30,50,30,0.002,0.25,False,-58.18,-13.1,-1.981,-0.599,-59.56,-0.22,25.46,0.502,216,4181.6,72.69
25,100,30,0.005,0.2,False,-53.5,-11.6,-1.985,-0.589,-53.9,-0.215,27.43,0.505,226,4650.38,69.91
30,200,20,0.01,0.15,False,-41.35,-8.24,-1.99,-0.446,-41.64,-0.198,22.22,0.396,135,5865.5,74.07
25,200,20,0.005,0.2,False,-53.6,-11.63,-1.99,-0.589,-54.91,-0.212,29.79,0.508,235,4640.47,65.96
25,50,30,0.005,0.2,False,-55.79,-12.32,-2.025,-0.636,-56.19,-0.219,28.0,0.521,250,4421.03,70.8
35,100,10,0.005,0.2,False,-54.22,-11.83,-2.025,-0.583,-55.06,-0.215,26.27,0.485,217,4577.74,64.06
30,200,30,0.01,0.15,False,-40.63,-8.06,-2.032,-0.424,-40.63,-0.198,22.13,0.364,122,5936.64,74.59
30,100,20,0.005,0.15,False,-47.75,-9.93,-2.033,-0.585,-51.45,-0.193,26.98,0.476,215,5224.95,68.84
25,100,30,0.01,0.2,False,-53.74,-11.68,-2.061,-0.568,-55.19,-0.212,23.24,0.449,185,4626.43,74.59
30,200,10,0.01,0.25,False,-57.8,-12.98,-2.08,-0.548,-58.04,-0.224,20.83,0.425,168,4220.04,72.02
25,100,20,0.002,0.25,False,-64.45,-15.35,-2.081,-0.738,-66.06,-0.232,27.42,0.543,299,3555.02,68.23
25,200,20,0.002,0.2,False,-56.39,-12.51,-2.086,-0.659,-57.31,-0.218,27.38,0.498,252,4361.2,67.46
25,50,30,0.002,0.25,False,-63.04,-14.82,-2.088,-0.717,-63.36,-0.234,24.72,0.522,267,3695.57,72.66
35,50,10,0.01,0.2,False,-53.35,-11.56,-2.089,-0.539,-53.35,-0.217,19.63,0.41,163,4664.98,71.78
30,50,10,0.01,0.25,False,-62.43,-14.59,-2.1,-0.641,-63.23,-0.231,23.42,0.474,222,3756.51,68.02
35,200,20,0.005,0.15,False,-40.96,-8.14,-2.128,-0.44,-42.32,-0.192,25.55,0.37,137,5904.03,70.07
35,200,10,0.005,0.2,False,-51.87,-11.11,-2.132,-0.532,-53.76,-0.207,24.16,0.423,178,4812.61,62.92
30,100,20,0.002,0.2,False,-56.59,-12.58,-2.137,-0.645,-58.99,-0.213,26.72,0.476,232,4341.35,69.4
35,200,30,0.002,0.2,False,-46.3,-9.53,-2.151,-0.451,-48.12,-0.198,22.4,0.346,125,5370.37,76.8
35,100,30,0.002,0.15,False,-42.75,-8.59,-2.155,-0.468,-43.61,-0.197,26.71,0.374,146,5724.66,71.92
30,200,20,0.002,0.2,False,-53.84,-11.71,-2.16,-0.582,-54.25,-0.216,23.94,0.425,188,4616.25,71.28
25,50,20,0.005,0.2,False,-60.58,-13.93,-2.166,-0.738,-61.95,-0.225,28.19,0.525,298,3942.05,68.12
30,100,10,0.01,0.15,False,-51.01,-10.86,-2.182,-0.607,-51.9,-0.209,21.72,0.428,198,4899.18,69.19
30,100,10,0.005,0.25,False,-67.22,-16.45,-2.195,-0.774,-68.75,-0.239,25.25,0.516,297,3277.52,64.65
30,100,30,0.002,0.15,False,-48.0,-10.0,-2.201,-0.592,-49.43,-0.202,26.13,0.43,199,5200.04,71.36
25,50,30,0.01,0.2,False,-55.95,-12.37,-2.201,-0.596,-56.64,-0.218,25.26,0.438,194,4405.18,74.23
25,50,10,0.01,0.25,False,-67.94,-16.74,-2.205,-0.75,-70.12,-0.239,25.7,0.503,284,3206.2,64.79
35,100,10,0.002,0.25,False,-62.38,-14.57,-2.212,-0.669,-62.87,-0.232,23.93,0.464,234,3762.12,64.1
25,200,20,0.01,0.25,False,-60.07,-13.75,-2.22,-0.598,-60.94,-0.226,22.1,0.417,181,3993.2,74.59
30,200,10,0.005,0.2,False,-58.57,-13.23,-2.224,-0.668,-59.33,-0.223,25.41,0.465,244,4143.38,61.07
25,50,20,0.01,0.15,False,-50.87,-10.82,-2.229,-0.622,-52.19,-0.207,26.61,0.449,218,4912.77,68.81
30,200,10,0.01,0.2,False,-55.48,-12.22,-2.231,-0.569,-55.73,-0.219,20.83,0.391,168,4452.04,72.02
30,200,30,0.002,0.15,False,-45.81,-9.4,-2.233,-0.546,-45.81,-0.205,23.17,0.374,164,5418.56,71.95
25,100,30,0.002,0.25,False,-63.34,-14.93,-2.234,-0.702,-63.97,-0.233,25.82,0.477,244,3666.12,72.95
25,100,20,0.01,0.15,False,-50.81,-10.8,-2.244,-0.624,-52.12,-0.207,24.02,0.426,204,4918.74,71.08
30,50,30,0.002,0.2,False,-56.95,-12.69,-2.246,-0.648,-57.84,-0.219,25.46,0.446,216,4305.49,72.69
25,100,10,0.01,0.25,False,-67.2,-16.44,-2.251,-0.743,-70.07,-0.235,23.26,0.473,258,3280.2,67.44
30,50,30,0.005,0.15,False,-49.02,-10.28,-2.256,-0.606,-51.05,-0.201,25.63,0.423,199,5098.4,72.36
35,100,20,0.002,0.25,False,-58.1,-13.07,-2.26,-0.584,-58.1,-0.225,23.6,0.404,178,4190.21,73.03
30,200,10,0.002,0.25,False,-64.86,-15.5,-2.269,-0.729,-65.37,-0.237,23.53,0.462,255,3514.4,63.92
25,200,30,0.005,0.2,False,-55.15,-12.12,-2.282,-0.593,-55.66,-0.218,28.36,0.427,201,4484.61,68.66
35,50,30,0.002,0.15,False,-46.15,-9.49,-2.285,-0.525,-46.95,-0.202,24.84,0.365,157,5385.33,73.89
30,50,10,0.01,0.2,False,-60.39,-13.86,-2.286,-0.676,-61.02,-0.227,22.97,0.435,222,3960.89,68.02
35,50,20,0.005,0.15,False,-48.14,-10.04,-2.329,-0.564,-49.01,-0.205,25.56,0.39,180,5185.52,70.56
25,100,30,0.01,0.15,False,-51.05,-10.87,-2.338,-0.617,-51.79,-0.21,23.24,0.388,185,4894.51,74.59
25,200,30,0.01,0.25,False,-59.33,-13.49,-2.342,-0.578,-59.44,-0.227,20.75,0.371,159,4066.57,76.73
25,100,30,0.005,0.15,False,-52.2,-11.21,-2.344,-0.663,-52.47,-0.214,27.43,0.428,226,4779.99,69.91
30,50,20,0.002,0.25,False,-67.38,-16.51,-2.352,-0.774,-68.67,-0.24,25.28,0.475,269,3262.26,70.63
25,100,20,0.002,0.2,False,-63.14,-14.85,-2.359,-0.806,-64.29,-0.231,27.09,0.489,299,3686.21,68.23
25,100,20,0.005,0.25,False,-67.8,-16.68,-2.365,-0.796,-68.58,-0.243,25.44,0.483,283,3220.37,69.96
35,50,10,0.005,0.25,False,-66.5,-16.15,-2.368,-0.732,-67.31,-0.24,22.59,0.443,239,3350.03,67.36
25,200,20,0.01,0.2,False,-57.45,-12.86,-2.388,-0.623,-58.22,-0.221,22.1,0.381,181,4255.27,74.59
35,50,10,0.01,0.15,False,-51.32,-10.95,-2.402,-0.582,-51.32,-0.213,19.02,0.347,163,4867.54,71.78
25,200,30,0.002,0.25,False,-62.92,-14.77,-2.403,-0.676,-62.98,-0.235,23.67,0.41,207,3707.61,73.91
25,100,10,0.01,0.2,False,-64.66,-15.43,-2.403,-0.775,-67.09,-0.23,22.87,0.441,258,3533.74,67.44
35,100,10,0.005,0.15,False,-53.05,-11.47,-2.406,-0.656,-53.63,-0.214,26.27,0.407,217,4694.91,64.06
25,50,10,0.01,0.2,False,-66.28,-16.06,-2.424,-0.798,-68.02,-0.236,25.35,0.46,284,3372.03,64.79
35,200,30,0.002,0.15,False,-43.94,-8.9,-2.425,-0.482,-44.98,-0.198,21.6,0.283,125,5606.11,76.8
25,50,30,0.002,0.2,False,-62.3,-14.54,-2.425,-0.788,-62.54,-0.233,24.72,0.459,267,3769.59,72.66
30,200,10,0.002,0.2,False,-62.74,-14.7,-2.448,-0.768,-63.14,-0.233,23.53,0.424,255,3725.79,63.92
25,200,10,0.002,0.25,False,-72.38,-18.72,-2.457,-0.9,-74.25,-0.252,25.37,0.493,339,2762.36,61.65
30,50,20,0.005,0.15,False,-55.34,-12.18,-2.466,-0.721,-57.41,-0.212,26.23,0.426,244,4465.54,69.26
25,50,30,0.005,0.15,False,-55.16,-12.12,-2.472,-0.73,-55.41,-0.219,27.2,0.434,250,4484.22,70.8
25,200,20,0.005,0.15,False,-53.52,-11.61,-2.49,-0.686,-54.1,-0.215,28.09,0.411,235,4647.94,65.96
25,100,30,0.002,0.2,False,-61.67,-14.31,-2.491,-0.75,-62.02,-0.231,25.41,0.426,244,3832.81,72.95
30,100,10,0.005,0.2,False,-66.33,-16.09,-2.492,-0.84,-67.48,-0.238,24.92,0.461,297,3366.62,64.65
35,200,10,0.005,0.15,False,-50.35,-10.67,-2.494,-0.589,-51.66,-0.206,24.16,0.348,178,4964.88,62.92
35,100,20,0.002,0.2,False,-56.22,-12.46,-2.496,-0.618,-56.22,-0.222,23.03,0.356,178,4378.01,73.03
25,50,20,0.002,0.25,False,-71.81,-18.45,-2.507,-0.921,-73.57,-0.251,24.85,0.493,334,2818.65,69.46
30,100,20,0.002,0.15,False,-55.11,-12.11,-2.519,-0.722,-56.75,-0.213,25.43,0.399,232,4488.74,69.4
30,200,20,0.002,0.15,False,-51.82,-11.1,-2.519,-0.642,-52.17,-0.213,23.4,0.353,188,4818.34,71.28
