min_size_pct,min_bars_in,rr_ratio,risk_per_trade,total_return_pct,cagr_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,win_rate_pct,profit_factor,total_trades,final_capital
7.0,3,2.0,0.1,4.85,0.76,0.206,0.037,-60.35,0.013,38.98,1.196,59,10484.82
7.0,2,1.5,0.08,4.82,0.76,0.17,0.029,-57.64,0.013,42.25,1.151,71,10482.39
4.0,8,1.5,0.08,4.78,0.75,0.214,0.049,-66.44,0.011,43.22,1.159,118,10477.53
7.0,3,4.0,0.1,4.73,0.75,0.232,0.053,-79.51,0.009,32.08,1.271,53,10473.1
7.0,4,1.5,0.1,4.7,0.74,0.182,0.027,-58.79,0.013,46.0,1.176,50,10469.97
4.0,10,3.0,0.03,4.68,0.74,0.127,0.033,-34.08,0.022,34.41,1.122,93,10467.96
7.0,3,2.0,0.01,4.68,0.74,0.206,0.037,-7.2,0.103,38.98,1.196,59,10468.47
7.0,5,1.5,0.01,4.67,0.74,0.255,0.035,-5.83,0.127,47.62,1.261,42,10467.41
4.0,8,2.5,0.02,4.03,0.64,0.112,0.029,-21.59,0.029,34.29,1.106,105,10402.79
7.0,3,2.5,0.01,3.75,0.59,0.157,0.031,-11.15,0.053,35.59,1.159,59,10374.95
4.0,10,3.0,0.01,3.64,0.58,0.127,0.033,-12.25,0.047,34.41,1.122,93,10364.47
7.0,2,1.5,0.01,3.57,0.57,0.17,0.029,-8.62,0.066,42.25,1.151,71,10356.76
7.0,4,1.5,0.01,3.43,0.54,0.182,0.027,-6.79,0.08,46.0,1.176,50,10343.14
4.0,8,2.5,0.01,3.08,0.49,0.112,0.029,-11.02,0.044,34.29,1.106,105,10308.07
7.0,3,3.0,0.02,2.85,0.45,0.094,0.018,-22.93,0.02,34.55,1.111,55,10285.29
4.0,8,2.5,0.03,2.84,0.45,0.112,0.029,-31.56,0.014,34.29,1.106,105,10283.78
7.0,2,4.0,0.02,2.62,0.42,0.09,0.021,-29.6,0.014,29.51,1.109,61,10261.51
7.0,3,3.0,0.03,2.6,0.41,0.094,0.018,-32.83,0.013,34.55,1.111,55,10259.95
4.0,10,2.0,0.08,2.46,0.39,0.212,0.05,-67.09,0.006,40.0,1.167,100,10246.04
7.0,2,4.0,0.01,2.11,0.34,0.09,0.021,-15.93,0.021,29.51,1.109,61,10210.64
7.0,3,3.0,0.01,1.99,0.32,0.094,0.018,-11.99,0.026,34.55,1.111,55,10198.94
7.0,2,4.0,0.03,1.58,0.25,0.09,0.021,-41.27,0.006,29.51,1.109,61,10158.23
7.0,2,2.5,0.02,1.21,0.19,0.065,0.013,-24.2,0.008,33.85,1.079,65,10121.12
7.0,2,2.5,0.01,1.2,0.19,0.065,0.013,-12.77,0.015,33.85,1.079,65,10119.96
7.0,3,1.5,0.01,0.33,0.05,0.033,0.005,-9.33,0.006,40.62,1.053,64,10033.21
4.0,8,2.0,0.01,0.2,0.03,0.033,0.008,-11.22,0.003,36.94,1.06,111,10020.45
7.0,2,2.5,0.03,0.07,0.01,0.065,0.013,-34.38,0.0,33.85,1.079,65,10006.52
4.0,8,3.0,0.01,-0.09,-0.01,0.028,0.008,-14.18,-0.001,31.07,1.056,103,9990.87
7.0,3,1.5,0.02,-0.12,-0.02,0.033,0.005,-18.19,-0.001,40.62,1.053,64,9988.41
5.0,10,1.5,0.01,-0.33,-0.05,0.006,0.001,-10.85,-0.005,42.25,1.04,71,9967.18
5.0,8,4.0,0.01,-0.76,-0.12,0.003,0.001,-15.13,-0.008,32.81,1.033,64,9923.61
7.0,3,3.0,0.05,-1.06,-0.17,0.094,0.018,-49.71,-0.003,34.55,1.111,55,9893.94
7.0,3,2.5,0.08,-1.32,-0.21,0.157,0.031,-64.8,-0.003,35.59,1.159,59,9868.07
7.0,3,1.5,0.03,-1.33,-0.21,0.033,0.005,-26.55,-0.008,40.62,1.053,64,9867.29
4.0,8,2.0,0.02,-1.4,-0.23,0.033,0.008,-21.65,-0.01,36.94,1.06,111,9859.62
4.0,5,4.0,0.01,-1.48,-0.24,0.01,0.004,-19.91,-0.012,28.87,1.044,142,9852.19
7.0,2,3.0,0.01,-1.57,-0.25,-0.036,-0.007,-13.6,-0.019,32.26,0.998,62,9842.59
5.0,10,1.5,0.02,-1.58,-0.26,0.006,0.001,-20.73,-0.012,42.25,1.04,71,9842.22
4.0,8,4.0,0.1,-2.09,-0.34,0.296,0.092,-82.21,-0.004,32.65,1.258,98,9790.92
4.0,10,3.0,0.05,-2.21,-0.36,0.127,0.033,-52.02,-0.007,34.41,1.122,93,9778.71
7.0,2,1.5,0.1,-2.25,-0.37,0.17,0.029,-67.46,-0.005,42.25,1.151,71,9774.98
4.0,8,3.0,0.02,-2.44,-0.4,0.028,0.008,-27.1,-0.015,31.07,1.056,103,9755.84
5.0,8,1.5,0.01,-2.46,-0.4,-0.08,-0.014,-10.96,-0.036,40.79,0.987,76,9754.42
5.0,10,2.5,0.01,-3.07,-0.5,-0.088,-0.017,-11.16,-0.045,34.33,0.97,67,9693.25
5.0,8,4.0,0.02,-3.13,-0.51,0.003,0.001,-28.41,-0.018,32.81,1.033,64,9686.95
4.0,5,2.5,0.01,-3.36,-0.55,-0.044,-0.014,-14.1,-0.039,33.33,1.02,150,9664.39
5.0,10,1.5,0.03,-3.71,-0.61,0.006,0.001,-29.71,-0.02,42.25,1.04,71,9629.28
5.0,10,4.0,0.01,-3.93,-0.64,-0.104,-0.023,-15.39,-0.042,32.26,0.946,62,9606.66
7.0,2,3.0,0.02,-4.24,-0.69,-0.036,-0.007,-25.73,-0.027,32.26,0.998,62,9575.52
7.0,2,4.0,0.05,-4.6,-0.75,0.09,0.021,-59.59,-0.013,29.51,1.109,61,9540.11
4.0,8,2.0,0.03,-4.71,-0.77,0.033,0.008,-31.27,-0.025,36.94,1.06,111,9529.04
5.0,8,2.5,0.01,-5.13,-0.84,-0.162,-0.033,-10.66,-0.079,32.86,0.923,70,9486.58
4.0,8,2.5,0.05,-5.36,-0.88,0.112,0.029,-49.3,-0.018,34.29,1.106,105,9464.29
7.0,2,2.5,0.05,-5.4,-0.89,0.065,0.013,-51.37,-0.017,33.85,1.079,65,9459.74
4.0,5,2.0,0.01,-5.49,-0.9,-0.11,-0.031,-13.37,-0.068,36.08,0.995,158,9450.99
4.0,5,3.0,0.01,-5.54,-0.91,-0.088,-0.029,-18.44,-0.049,30.2,0.996,149,9445.52
5.0,8,1.5,0.02,-5.79,-0.95,-0.08,-0.014,-21.26,-0.045,40.79,0.987,76,9420.99
7.0,3,1.5,0.05,-5.89,-0.97,0.033,0.005,-41.67,-0.023,40.62,1.053,64,9410.9
4.0,5,4.0,0.02,-6.63,-1.1,0.01,0.004,-37.18,-0.03,28.87,1.044,142,9336.71
5.0,10,2.0,0.01,-6.76,-1.12,-0.249,-0.046,-13.31,-0.084,34.78,0.875,69,9324.28
4.0,8,3.0,0.03,-6.82,-1.13,0.028,0.008,-38.68,-0.029,31.07,1.056,103,9317.72
4.0,6,4.0,0.01,-6.85,-1.13,-0.114,-0.037,-21.53,-0.053,30.53,0.974,131,9314.7
5.0,8,4.0,0.03,-6.91,-1.14,0.003,0.001,-39.99,-0.029,32.81,1.033,64,9308.68
4.0,3,4.0,0.01,-7.0,-1.16,-0.081,-0.034,-20.85,-0.056,27.72,1.005,202,9299.67
5.0,8,2.0,0.01,-7.01,-1.16,-0.251,-0.047,-13.25,-0.088,34.25,0.88,73,9299.09
5.0,10,2.5,0.02,-7.21,-1.2,-0.088,-0.017,-21.5,-0.056,34.33,0.97,67,9279.15
4.0,5,1.5,0.01,-7.4,-1.23,-0.188,-0.049,-19.11,-0.064,40.49,0.968,163,9260.23
7.0,2,3.0,0.03,-7.89,-1.31,-0.036,-0.007,-36.49,-0.036,32.26,0.998,62,9211.22
5.0,8,3.0,0.01,-8.15,-1.36,-0.278,-0.055,-15.78,-0.086,31.34,0.842,67,9184.97
4.0,6,1.5,0.01,-8.29,-1.38,-0.223,-0.055,-20.52,-0.067,40.79,0.951,152,9170.97
4.0,6,2.5,0.01,-8.58,-1.43,-0.187,-0.054,-19.45,-0.074,34.29,0.95,140,9142.29
4.0,8,1.5,0.1,-8.69,-1.45,0.214,0.049,-76.38,-0.019,43.22,1.159,118,9130.65
5.0,6,1.5,0.01,-8.7,-1.45,-0.312,-0.06,-16.03,-0.091,38.71,0.875,93,9129.65
4.0,6,3.0,0.01,-8.83,-1.47,-0.177,-0.055,-19.2,-0.077,31.65,0.95,139,9117.44
5.0,10,4.0,0.02,-9.07,-1.52,-0.104,-0.023,-28.85,-0.053,32.26,0.946,62,9092.75
4.0,5,2.5,0.02,-9.3,-1.56,-0.044,-0.014,-26.63,-0.058,33.33,1.02,150,9070.35
5.0,8,1.5,0.03,-9.9,-1.66,-0.08,-0.014,-30.84,-0.054,40.79,0.987,76,9009.81
5.0,10,3.0,0.01,-10.22,-1.72,-0.376,-0.072,-16.35,-0.105,30.77,0.779,65,8977.94
4.0,10,4.0,0.15,-10.25,-1.72,0.397,0.12,-91.03,-0.019,34.83,1.359,89,8975.41
5.0,10,1.5,0.05,-10.33,-1.74,0.006,0.001,-45.16,-0.038,42.25,1.04,71,8966.8
4.0,6,2.0,0.01,-10.62,-1.79,-0.263,-0.071,-18.38,-0.097,36.49,0.926,148,8937.65
4.0,4,4.0,0.01,-10.9,-1.84,-0.174,-0.066,-23.48,-0.078,27.17,0.955,173,8909.86
5.0,8,2.5,0.02,-11.15,-1.88,-0.162,-0.033,-20.6,-0.091,32.86,0.923,70,8884.99
7.0,3,2.5,0.1,-11.27,-1.9,0.157,0.031,-73.8,-0.026,35.59,1.159,59,8872.87
3.0,10,4.0,0.01,-12.06,-2.04,-0.24,-0.078,-22.79,-0.09,27.91,0.912,129,8794.09
4.0,10,2.5,0.15,-12.14,-2.06,0.367,0.095,-90.86,-0.023,38.95,1.285,95,8786.41
4.0,10,2.0,0.1,-12.2,-2.07,0.212,0.05,-76.72,-0.027,40.0,1.167,100,8779.91
5.0,10,2.5,0.03,-12.25,-2.08,-0.088,-0.017,-30.99,-0.067,34.33,0.97,67,8774.93
4.0,4,1.5,0.01,-12.5,-2.12,-0.319,-0.09,-21.75,-0.098,38.19,0.929,199,8750.15
4.0,5,2.0,0.02,-12.89,-2.19,-0.11,-0.031,-25.7,-0.085,36.08,0.995,158,8711.11
7.0,3,3.0,0.08,-13.02,-2.22,0.094,0.018,-68.53,-0.032,34.55,1.111,55,8697.52
5.0,3,4.0,0.01,-13.52,-2.31,-0.321,-0.097,-20.15,-0.114,27.2,0.853,125,8648.39
4.0,5,3.0,0.02,-13.66,-2.33,-0.088,-0.029,-34.22,-0.068,30.2,0.996,149,8634.33
7.0,5,1.5,0.2,-13.97,-2.39,0.255,0.035,-83.39,-0.029,47.62,1.261,42,8603.07
5.0,10,2.0,0.02,-13.98,-2.39,-0.249,-0.046,-25.17,-0.095,34.78,0.875,69,8602.34
5.0,6,3.0,0.01,-14.09,-2.41,-0.46,-0.101,-19.07,-0.127,30.12,0.761,83,8590.52
5.0,6,2.5,0.01,-14.39,-2.47,-0.483,-0.103,-18.94,-0.13,31.03,0.765,87,8561.15
5.0,8,2.0,0.02,-14.5,-2.49,-0.251,-0.047,-25.41,-0.098,34.25,0.88,73,8550.18
5.0,5,2.5,0.01,-14.62,-2.51,-0.465,-0.106,-18.6,-0.135,29.47,0.783,95,8537.8
4.0,5,4.0,0.03,-14.74,-2.53,0.01,0.004,-51.71,-0.049,28.87,1.044,142,8526.32
3.0,10,2.5,0.01,-14.8,-2.54,-0.362,-0.103,-25.97,-0.098,31.65,0.878,139,8519.64
4.0,3,2.0,0.01,-14.95,-2.57,-0.332,-0.108,-17.97,-0.143,33.03,0.924,221,8504.6
5.0,6,2.0,0.01,-15.01,-2.58,-0.536,-0.109,-20.71,-0.125,32.22,0.757,90,8499.03
5.0,2,4.0,0.01,-15.06,-2.59,-0.341,-0.11,-22.71,-0.114,24.82,0.848,137,8493.59
5.0,10,4.0,0.03,-15.15,-2.61,-0.104,-0.023,-40.53,-0.064,32.26,0.946,62,8485.14
4.0,3,2.5,0.01,-15.19,-2.61,-0.305,-0.107,-19.74,-0.132,30.56,0.925,216,8481.1
5.0,6,4.0,0.01,-15.22,-2.62,-0.45,-0.108,-24.58,-0.107,27.16,0.749,81,8477.86
7.0,4,1.5,0.15,-15.53,-2.68,0.182,0.027,-77.31,-0.035,46.0,1.176,50,8446.93
4.0,8,2.0,0.05,-15.56,-2.68,0.033,0.008,-48.45,-0.055,36.94,1.06,111,8443.87
4.0,5,1.5,0.02,-15.95,-2.75,-0.188,-0.049,-35.28,-0.078,40.49,0.968,163,8405.37
5.0,5,3.0,0.01,-15.96,-2.76,-0.507,-0.117,-20.65,-0.133,27.47,0.748,91,8404.07
5.0,5,1.5,0.01,-16.05,-2.77,-0.608,-0.12,-21.46,-0.129,35.29,0.754,102,8395.16
4.0,6,4.0,0.02,-16.11,-2.78,-0.114,-0.037,-39.38,-0.071,30.53,0.974,131,8388.8
3.0,8,4.0,0.01,-16.48,-2.85,-0.323,-0.113,-26.74,-0.107,26.49,0.884,151,8351.53
5.0,8,3.0,0.02,-16.68,-2.89,-0.278,-0.055,-29.48,-0.098,31.34,0.842,67,8331.63
4.0,4,2.0,0.01,-16.96,-2.94,-0.412,-0.124,-19.57,-0.15,33.16,0.884,190,8304.15
5.0,5,2.0,0.01,-16.98,-2.95,-0.587,-0.127,-22.38,-0.132,30.3,0.746,99,8301.88
7.0,3,1.5,0.08,-17.18,-2.98,0.033,0.005,-60.22,-0.05,40.62,1.053,64,8282.0
4.0,3,3.0,0.01,-17.18,-2.98,-0.329,-0.122,-22.77,-0.131,28.64,0.909,213,8282.21
4.0,5,2.5,0.03,-17.27,-3.0,-0.044,-0.014,-37.68,-0.08,33.33,1.02,150,8272.86
4.0,4,3.0,0.01,-17.29,-3.01,-0.356,-0.123,-23.93,-0.126,28.18,0.887,181,8270.64
4.0,6,1.5,0.02,-17.47,-3.04,-0.223,-0.055,-37.5,-0.081,40.79,0.951,152,8252.67
7.0,2,3.0,0.05,-17.49,-3.04,-0.036,-0.007,-54.24,-0.056,32.26,0.998,62,8250.65
4.0,3,1.5,0.01,-17.55,-3.05,-0.446,-0.135,-24.01,-0.127,36.32,0.898,234,8244.87
5.0,5,4.0,0.01,-17.57,-3.06,-0.517,-0.129,-23.66,-0.129,24.72,0.726,89,8243.08
4.0,4,2.5,0.01,-17.6,-3.06,-0.394,-0.128,-20.9,-0.147,30.05,0.88,183,8240.04
5.0,6,1.5,0.02,-17.63,-3.07,-0.312,-0.06,-30.08,-0.102,38.71,0.875,93,8236.54
4.0,3,4.0,0.02,-17.75,-3.09,-0.081,-0.034,-39.29,-0.079,27.72,1.005,202,8225.15
5.0,8,4.0,0.05,-17.78,-3.1,0.003,0.001,-58.56,-0.053,32.81,1.033,64,8222.25
5.0,8,2.5,0.03,-17.82,-3.11,-0.162,-0.033,-29.79,-0.104,32.86,0.923,70,8218.04
5.0,3,2.0,0.01,-17.85,-3.11,-0.562,-0.138,-22.57,-0.138,29.63,0.788,135,8214.71
5.0,3,3.0,0.01,-17.86,-3.11,-0.517,-0.138,-21.35,-0.146,28.12,0.776,128,8213.69
5.0,4,4.0,0.01,-17.95,-3.13,-0.488,-0.133,-24.02,-0.13,25.47,0.754,106,8204.7
5.0,4,2.5,0.01,-18.28,-3.19,-0.594,-0.139,-22.08,-0.145,29.09,0.737,110,8172.23
3.0,10,2.0,0.01,-18.3,-3.2,-0.504,-0.134,-26.94,-0.119,32.88,0.834,146,8169.69
5.0,3,2.5,0.01,-18.31,-3.2,-0.553,-0.142,-21.01,-0.152,29.01,0.774,131,8168.75
5.0,4,1.5,0.01,-18.36,-3.21,-0.665,-0.142,-23.14,-0.139,33.61,0.75,122,8163.68
4.0,6,2.5,0.02,-18.57,-3.25,-0.187,-0.054,-35.54,-0.091,34.29,0.95,140,8143.08
3.0,10,1.5,0.01,-18.83,-3.3,-0.568,-0.141,-22.51,-0.147,37.18,0.828,156,8116.6
4.0,6,3.0,0.02,-19.3,-3.39,-0.177,-0.055,-35.68,-0.095,31.65,0.95,139,8070.26
5.0,4,2.0,0.01,-19.44,-3.42,-0.656,-0.15,-24.68,-0.138,29.31,0.734,116,8055.74
3.0,10,3.0,0.01,-19.57,-3.44,-0.493,-0.143,-25.71,-0.134,28.68,0.814,136,8043.16
7.0,2,2.5,0.08,-19.74,-3.47,0.065,0.013,-69.82,-0.05,33.85,1.079,65,8025.95
5.0,8,1.5,0.05,-19.97,-3.52,-0.08,-0.014,-47.72,-0.074,40.79,0.987,76,8002.56
4.0,8,3.0,0.05,-20.26,-3.57,0.028,0.008,-57.85,-0.062,31.07,1.056,103,7974.26
5.0,10,3.0,0.02,-20.32,-3.58,-0.376,-0.072,-30.59,-0.117,30.77,0.779,65,7968.21
5.0,4,3.0,0.01,-20.43,-3.61,-0.647,-0.158,-24.87,-0.145,27.52,0.701,109,7956.62
4.0,2,4.0,0.01,-20.86,-3.69,-0.355,-0.149,-30.87,-0.12,26.47,0.901,238,7914.08
7.0,2,4.0,0.08,-21.28,-3.77,0.09,0.021,-77.56,-0.049,29.51,1.109,61,7871.7
5.0,10,2.0,0.03,-21.46,-3.81,-0.249,-0.046,-35.68,-0.107,34.78,0.875,69,7853.62
5.0,2,3.0,0.01,-21.63,-3.84,-0.611,-0.174,-25.87,-0.148,25.35,0.747,142,7837.28
4.0,5,2.0,0.03,-21.66,-3.85,-0.11,-0.031,-37.16,-0.104,36.08,0.995,158,7833.52
4.0,6,2.0,0.02,-21.95,-3.9,-0.263,-0.071,-33.8,-0.116,36.49,0.926,148,7805.49
5.0,8,2.0,0.03,-22.25,-3.97,-0.251,-0.047,-36.44,-0.109,34.25,0.88,73,7774.52
7.0,3,2.0,0.15,-22.26,-3.97,0.206,0.037,-78.74,-0.05,38.98,1.196,59,7774.17
5.0,2,2.0,0.01,-22.28,-3.97,-0.699,-0.181,-28.63,-0.139,28.29,0.748,152,7772.2
5.0,3,1.5,0.01,-22.57,-4.03,-0.798,-0.183,-26.63,-0.151,31.25,0.723,144,7742.79
3.0,8,2.5,0.01,-22.65,-4.04,-0.561,-0.171,-29.21,-0.138,29.01,0.814,162,7735.34
3.0,8,3.0,0.01,-22.74,-4.06,-0.535,-0.171,-28.71,-0.141,27.5,0.815,160,7726.14
4.0,10,3.0,0.08,-23.04,-4.12,0.127,0.033,-71.86,-0.057,34.41,1.122,93,7695.53
5.0,2,2.5,0.01,-23.48,-4.21,-0.714,-0.192,-26.2,-0.161,26.71,0.722,146,7651.97
4.0,5,3.0,0.03,-23.54,-4.22,-0.088,-0.029,-47.51,-0.089,30.2,0.996,149,7646.48
7.0,3,3.0,0.1,-23.85,-4.29,0.094,0.018,-77.5,-0.055,34.55,1.111,55,7614.79
4.0,4,4.0,0.02,-24.01,-4.32,-0.174,-0.066,-42.91,-0.101,27.17,0.955,173,7598.89
5.0,10,2.5,0.05,-24.27,-4.37,-0.088,-0.017,-47.5,-0.092,34.33,0.97,67,7572.83
5.0,10,1.5,0.08,-24.73,-4.46,0.006,0.001,-62.98,-0.071,42.25,1.04,71,7526.68
5.0,2,1.5,0.01,-25.08,-4.54,-0.869,-0.21,-30.63,-0.148,30.63,0.713,160,7492.0
3.0,10,4.0,0.02,-25.18,-4.56,-0.24,-0.078,-41.24,-0.11,27.91,0.912,129,7481.89
4.0,4,1.5,0.02,-25.19,-4.56,-0.319,-0.09,-39.63,-0.115,38.19,0.929,199,7481.08
4.0,5,1.5,0.03,-25.21,-4.56,-0.188,-0.049,-48.77,-0.094,40.49,0.968,163,7479.3
5.0,8,3.0,0.03,-25.34,-4.59,-0.278,-0.055,-41.3,-0.111,31.34,0.842,67,7466.3
3.0,8,2.0,0.01,-25.76,-4.68,-0.696,-0.202,-28.75,-0.163,30.64,0.785,173,7423.68
3.0,3,4.0,0.01,-25.89,-4.7,-0.398,-0.189,-39.41,-0.119,28.26,0.916,322,7411.13
5.0,6,1.5,0.03,-26.57,-4.84,-0.312,-0.06,-42.26,-0.115,38.71,0.875,93,7343.42
3.0,8,1.5,0.01,-26.68,-4.87,-0.786,-0.213,-29.36,-0.166,34.78,0.777,184,7332.37
7.0,3,1.5,0.1,-26.74,-4.88,0.033,0.005,-69.93,-0.07,40.62,1.053,64,7325.81
4.0,6,4.0,0.03,-26.85,-4.9,-0.114,-0.037,-53.99,-0.091,30.53,0.974,131,7315.42
5.0,3,4.0,0.02,-27.11,-4.96,-0.321,-0.097,-37.29,-0.133,27.2,0.853,125,7288.52
4.0,6,1.5,0.03,-27.12,-4.96,-0.223,-0.055,-51.36,-0.097,40.79,0.951,152,7287.65
5.0,6,3.0,0.02,-27.33,-5.0,-0.46,-0.101,-35.35,-0.141,30.12,0.761,83,7267.39
4.0,8,2.5,0.08,-27.65,-5.07,0.112,0.029,-69.79,-0.073,34.29,1.106,105,7235.39
5.0,6,2.5,0.02,-27.78,-5.1,-0.483,-0.103,-35.0,-0.146,31.03,0.765,87,7221.9
5.0,5,2.5,0.02,-28.29,-5.2,-0.465,-0.106,-34.7,-0.15,29.47,0.783,95,7171.31
4.0,2,1.5,0.01,-28.6,-5.27,-0.757,-0.24,-35.09,-0.15,33.58,0.822,271,7139.75
7.0,2,1.5,0.15,-28.66,-5.28,0.17,0.029,-84.89,-0.062,42.25,1.151,71,7134.43
5.0,6,2.0,0.02,-28.73,-5.3,-0.536,-0.109,-37.83,-0.14,32.22,0.757,90,7127.07
5.0,10,4.0,0.05,-29.02,-5.36,-0.104,-0.023,-59.16,-0.091,32.26,0.946,62,7097.5
3.0,10,2.5,0.02,-29.28,-5.42,-0.362,-0.103,-45.97,-0.118,31.65,0.878,139,7072.37
4.0,6,2.5,0.03,-29.29,-5.42,-0.187,-0.054,-48.74,-0.111,34.29,0.95,140,7070.65
5.0,6,4.0,0.02,-29.44,-5.45,-0.45,-0.108,-43.66,-0.125,27.16,0.749,81,7056.11
4.0,3,2.0,0.02,-29.86,-5.54,-0.332,-0.108,-34.11,-0.162,33.03,0.924,221,7013.74
5.0,2,4.0,0.02,-29.92,-5.55,-0.341,-0.11,-41.58,-0.134,24.82,0.849,137,7007.97
5.0,10,3.0,0.03,-30.07,-5.59,-0.376,-0.072,-42.87,-0.13,30.77,0.779,65,6993.27
3.0,5,3.0,0.01,-30.16,-5.61,-0.609,-0.237,-44.1,-0.127,26.58,0.828,237,6983.85
7.0,3,4.0,0.15,-30.22,-5.62,0.232,0.053,-92.2,-0.061,32.08,1.271,53,6977.61
5.0,5,1.5,0.02,-30.39,-5.66,-0.608,-0.12,-38.91,-0.145,35.29,0.754,102,6961.49
5.0,5,3.0,0.02,-30.54,-5.69,-0.507,-0.117,-37.94,-0.15,27.47,0.748,91,6946.27
4.0,6,3.0,0.03,-30.59,-5.7,-0.177,-0.055,-49.57,-0.115,31.65,0.95,139,6941.29
4.0,3,2.5,0.02,-30.63,-5.71,-0.305,-0.107,-36.93,-0.155,30.56,0.925,216,6937.3
4.0,3,4.0,0.03,-30.65,-5.71,-0.081,-0.034,-54.82,-0.104,27.72,1.005,202,6934.93
3.0,5,2.5,0.01,-30.9,-5.77,-0.657,-0.245,-43.94,-0.131,28.4,0.825,243,6910.02
7.0,2,2.0,0.2,-31.03,-5.8,0.3,0.057,-90.49,-0.064,39.39,1.271,66,6896.75
3.0,3,2.5,0.01,-31.13,-5.82,-0.568,-0.247,-40.86,-0.142,29.6,0.885,348,6887.01
2.0,10,4.0,0.01,-31.54,-5.91,-0.638,-0.242,-40.26,-0.147,27.27,0.793,198,6845.8
7.0,2,2.5,0.1,-31.66,-5.94,0.065,0.013,-78.44,-0.076,33.85,1.079,65,6834.02
5.0,5,2.0,0.02,-32.08,-6.03,-0.587,-0.127,-40.5,-0.149,30.3,0.746,99,6791.62
5.0,8,2.5,0.05,-32.22,-6.06,-0.162,-0.033,-46.28,-0.131,32.86,0.923,70,6778.44
4.0,2,2.0,0.01,-32.33,-6.08,-0.812,-0.275,-35.78,-0.17,29.5,0.789,261,6766.85
4.0,2,3.0,0.01,-32.39,-6.1,-0.707,-0.268,-35.35,-0.173,26.4,0.795,250,6760.93
3.0,8,4.0,0.02,-32.84,-6.2,-0.323,-0.113,-47.25,-0.131,26.49,0.884,151,6715.54
4.0,4,2.0,0.02,-32.91,-6.21,-0.412,-0.124,-36.97,-0.168,33.16,0.884,190,6708.67
5.0,5,4.0,0.02,-33.36,-6.31,-0.517,-0.129,-42.64,-0.148,24.72,0.726,89,6664.32
4.0,6,2.0,0.03,-33.37,-6.32,-0.263,-0.071,-46.63,-0.135,36.49,0.926,148,6663.02
4.0,2,2.5,0.01,-33.54,-6.36,-0.791,-0.284,-35.52,-0.179,27.27,0.78,253,6645.98
3.0,6,3.0,0.01,-33.57,-6.36,-0.743,-0.273,-40.4,-0.157,26.51,0.775,215,6643.12
4.0,10,1.5,0.2,-33.62,-6.38,0.394,0.087,-94.27,-0.068,46.73,1.273,107,6637.71
5.0,3,2.0,0.02,-33.7,-6.39,-0.562,-0.138,-40.99,-0.156,29.63,0.788,135,6629.67
3.0,5,4.0,0.01,-33.72,-6.4,-0.68,-0.272,-45.82,-0.14,24.78,0.787,226,6628.13
4.0,3,1.5,0.02,-33.76,-6.41,-0.446,-0.135,-43.32,-0.148,36.32,0.898,234,6623.83
3.0,4,4.0,0.01,-33.81,-6.42,-0.624,-0.274,-42.87,-0.15,25.27,0.827,277,6618.89
5.0,3,3.0,0.02,-33.89,-6.44,-0.517,-0.138,-39.26,-0.164,28.12,0.776,128,6610.79
4.0,4,3.0,0.02,-34.02,-6.47,-0.356,-0.123,-43.3,-0.149,28.18,0.887,181,6597.92
4.0,3,3.0,0.02,-34.13,-6.49,-0.329,-0.122,-41.4,-0.157,28.64,0.909,213,6587.31
3.0,3,3.0,0.01,-34.14,-6.49,-0.623,-0.277,-42.14,-0.154,28.11,0.86,338,6585.68
5.0,4,4.0,0.02,-34.17,-6.5,-0.488,-0.133,-43.35,-0.15,25.47,0.754,106,6582.57
4.0,4,2.5,0.02,-34.22,-6.51,-0.394,-0.128,-38.6,-0.169,30.05,0.88,183,6577.51
5.0,4,1.5,0.02,-34.27,-6.52,-0.665,-0.142,-41.65,-0.157,33.61,0.75,122,6572.73
5.0,4,2.5,0.02,-34.32,-6.53,-0.594,-0.139,-40.19,-0.163,29.09,0.737,110,6568.1
3.0,4,2.5,0.01,-34.37,-6.55,-0.703,-0.285,-42.52,-0.154,27.8,0.829,295,6562.91
5.0,3,2.5,0.02,-34.53,-6.58,-0.553,-0.142,-38.69,-0.17,29.01,0.774,131,6546.89
3.0,10,2.0,0.02,-34.75,-6.63,-0.504,-0.134,-47.29,-0.14,32.88,0.834,146,6524.68
7.0,2,4.0,0.1,-34.8,-6.64,0.09,0.021,-85.26,-0.078,29.51,1.109,61,6519.96
3.0,6,2.5,0.01,-35.1,-6.71,-0.84,-0.291,-41.09,-0.163,27.98,0.758,218,6490.48
7.0,2,3.0,0.08,-35.27,-6.75,-0.036,-0.007,-73.02,-0.092,32.26,0.998,62,6473.39
3.0,10,1.5,0.02,-35.4,-6.78,-0.568,-0.141,-40.56,-0.167,37.18,0.828,156,6460.17
4.0,5,4.0,0.05,-35.98,-6.92,0.01,0.004,-73.06,-0.095,28.87,1.044,142,6401.65
5.0,10,1.5,0.1,-35.98,-6.92,0.006,0.001,-71.91,-0.096,42.25,1.04,71,6402.14
5.0,4,2.0,0.02,-36.13,-6.95,-0.656,-0.15,-44.04,-0.158,29.31,0.734,116,6386.61
5.0,10,2.0,0.05,-36.53,-7.05,-0.249,-0.046,-53.23,-0.132,34.78,0.875,69,6346.76
