min_size_pct,min_bars_in,rr_ratio,risk_per_trade,total_return_pct,cagr_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,win_rate_pct,profit_factor,total_trades,final_capital
4.0,5,2.5,0.05,-36.68,-7.08,-0.044,-0.014,-56.29,-0.126,33.33,1.02,150,6332.23
3.0,4,3.0,0.01,-36.97,-7.15,-0.747,-0.312,-43.85,-0.163,25.69,0.805,288,6302.53
3.0,10,3.0,0.02,-37.02,-7.16,-0.493,-0.143,-45.82,-0.156,28.68,0.814,136,6298.27
1.5,10,2.0,0.01,-37.26,-7.22,-0.902,-0.298,-46.47,-0.155,34.39,0.791,253,6274.2
4.0,4,1.5,0.03,-37.5,-7.28,-0.319,-0.09,-54.09,-0.135,38.19,0.929,199,6250.39
1.0,10,2.0,0.01,-37.61,-7.3,-0.872,-0.3,-46.72,-0.156,35.16,0.814,273,6238.8
5.0,8,1.5,0.08,-37.7,-7.33,-0.08,-0.014,-67.35,-0.109,40.79,0.987,76,6229.63
3.0,5,2.0,0.01,-37.76,-7.34,-0.934,-0.323,-43.32,-0.169,29.92,0.762,254,6224.03
5.0,8,2.0,0.05,-37.8,-7.35,-0.251,-0.047,-55.04,-0.134,34.25,0.88,73,6220.1
5.0,4,3.0,0.02,-37.82,-7.35,-0.647,-0.158,-44.44,-0.165,27.52,0.701,109,6218.04
2.0,10,2.0,0.01,-37.83,-7.36,-1.002,-0.315,-42.64,-0.172,31.65,0.733,218,6216.8
4.0,4,4.0,0.03,-37.84,-7.36,-0.174,-0.066,-58.42,-0.126,27.17,0.955,173,6215.68
4.0,8,2.0,0.08,-38.05,-7.41,0.033,0.008,-68.73,-0.108,36.94,1.06,111,6194.66
1.5,10,4.0,0.01,-38.24,-7.45,-0.766,-0.299,-46.63,-0.16,29.06,0.784,234,6175.83
3.0,10,4.0,0.03,-38.33,-7.47,-0.24,-0.078,-55.9,-0.134,27.91,0.912,129,6167.18
5.0,8,4.0,0.08,-38.43,-7.5,0.003,0.001,-77.21,-0.097,32.81,1.033,64,6157.37
4.0,2,4.0,0.02,-38.67,-7.56,-0.331,-0.141,-52.44,-0.144,26.47,0.909,238,6132.83
3.0,6,4.0,0.01,-38.68,-7.56,-0.869,-0.328,-44.27,-0.171,23.76,0.711,202,6132.14
2.0,10,1.5,0.01,-39.02,-7.64,-1.124,-0.333,-41.91,-0.182,35.34,0.724,232,6097.97
3.0,6,2.0,0.01,-39.36,-7.73,-1.058,-0.342,-43.6,-0.177,29.52,0.714,227,6064.08
3.0,3,2.0,0.01,-39.38,-7.73,-0.862,-0.344,-43.43,-0.178,30.51,0.819,354,6061.81
5.0,6,3.0,0.03,-39.43,-7.74,-0.46,-0.101,-49.01,-0.158,30.12,0.761,83,6056.92
0.5,10,2.0,0.01,-39.79,-7.83,-0.921,-0.322,-48.74,-0.161,34.98,0.81,283,6020.78
4.0,10,3.0,0.1,-39.86,-7.85,0.127,0.033,-80.99,-0.097,34.41,1.122,93,6013.58
5.0,2,3.0,0.02,-39.94,-7.87,-0.611,-0.174,-46.05,-0.171,25.35,0.747,142,6005.71
5.0,6,2.5,0.03,-39.95,-7.87,-0.483,-0.103,-48.42,-0.163,31.03,0.765,87,6004.58
5.0,3,4.0,0.03,-40.08,-7.9,-0.321,-0.097,-51.52,-0.153,27.2,0.853,125,5992.48
5.0,5,2.5,0.03,-40.72,-8.06,-0.465,-0.106,-48.36,-0.167,29.47,0.783,95,5927.9
5.0,2,2.0,0.02,-40.73,-8.06,-0.699,-0.181,-49.87,-0.162,28.29,0.748,152,5926.63
5.0,3,1.5,0.02,-40.97,-8.12,-0.798,-0.183,-46.93,-0.173,31.25,0.723,144,5903.07
5.0,6,2.0,0.03,-41.02,-8.14,-0.536,-0.109,-51.78,-0.157,32.22,0.757,90,5897.83
4.0,5,2.0,0.05,-41.09,-8.15,-0.11,-0.031,-56.68,-0.144,36.08,0.995,158,5890.82
7.0,4,1.5,0.2,-41.81,-8.33,0.182,0.027,-88.77,-0.094,46.0,1.176,50,5819.42
3.0,8,2.5,0.02,-41.89,-8.35,-0.561,-0.171,-50.53,-0.165,29.01,0.814,162,5811.48
3.0,4,1.5,0.01,-41.9,-8.36,-1.095,-0.383,-44.1,-0.19,33.23,0.762,319,5809.89
5.0,8,3.0,0.05,-42.12,-8.41,-0.278,-0.055,-60.01,-0.14,31.34,0.842,67,5788.15
3.0,8,3.0,0.02,-42.18,-8.43,-0.535,-0.171,-50.31,-0.168,27.5,0.815,160,5782.18
5.0,6,4.0,0.03,-42.3,-8.46,-0.45,-0.108,-58.31,-0.145,27.16,0.749,81,5769.8
7.0,3,2.5,0.15,-42.39,-8.48,0.157,0.031,-88.49,-0.096,35.59,1.159,59,5761.26
3.0,6,1.5,0.01,-42.59,-8.53,-1.293,-0.384,-44.19,-0.193,32.48,0.674,234,5740.94
5.0,2,2.5,0.02,-42.63,-8.54,-0.714,-0.192,-46.47,-0.184,26.71,0.722,146,5737.05
1.5,10,1.5,0.01,-42.74,-8.57,-1.169,-0.366,-46.46,-0.185,36.76,0.745,272,5725.76
3.0,10,2.5,0.03,-42.76,-8.58,-0.362,-0.103,-61.11,-0.14,31.65,0.878,139,5723.61
3.0,4,2.0,0.01,-42.81,-8.59,-1.037,-0.387,-44.6,-0.193,29.08,0.757,306,5718.53
2.0,10,2.5,0.01,-42.94,-8.62,-1.138,-0.37,-47.76,-0.181,28.1,0.677,210,5705.91
5.0,5,1.5,0.03,-42.98,-8.63,-0.608,-0.12,-52.94,-0.163,35.29,0.754,102,5702.14
3.0,5,1.5,0.01,-43.2,-8.69,-1.25,-0.394,-47.23,-0.184,32.82,0.7,262,5680.23
1.5,10,2.5,0.01,-43.3,-8.72,-1.061,-0.362,-50.2,-0.174,30.58,0.73,242,5669.94
3.0,3,1.5,0.01,-43.37,-8.74,-1.088,-0.401,-46.27,-0.189,33.79,0.782,367,5662.76
3.0,2,2.5,0.01,-43.47,-8.76,-0.823,-0.391,-51.42,-0.17,29.0,0.843,438,5653.12
5.0,5,3.0,0.03,-43.51,-8.77,-0.507,-0.117,-52.14,-0.168,27.47,0.748,91,5649.08
1.0,10,2.5,0.01,-43.65,-8.81,-1.015,-0.363,-50.47,-0.175,31.3,0.759,262,5634.68
5.0,6,1.5,0.05,-43.65,-8.81,-0.312,-0.06,-61.61,-0.143,38.71,0.875,93,5634.77
5.0,2,4.0,0.03,-43.76,-8.84,-0.341,-0.11,-56.78,-0.156,24.82,0.849,137,5624.4
4.0,3,2.0,0.03,-43.88,-8.87,-0.332,-0.108,-48.78,-0.182,33.03,0.924,221,5611.52
4.0,5,1.5,0.05,-44.18,-8.95,-0.188,-0.049,-68.94,-0.13,40.49,0.968,163,5581.63
2.0,10,3.0,0.01,-44.19,-8.95,-1.162,-0.385,-46.64,-0.192,26.83,0.656,205,5580.78
5.0,10,2.5,0.08,-44.27,-8.97,-0.088,-0.017,-66.45,-0.135,34.33,0.97,67,5572.54
3.0,2,4.0,0.01,-44.58,-9.05,-0.783,-0.398,-50.19,-0.18,27.21,0.826,408,5541.88
5.0,2,1.5,0.02,-44.8,-9.11,-0.869,-0.21,-52.54,-0.173,30.63,0.713,160,5520.28
4.0,8,2.5,0.1,-44.83,-9.12,0.112,0.029,-79.53,-0.115,34.29,1.106,105,5517.01
1.0,10,1.5,0.01,-45.18,-9.21,-1.21,-0.392,-47.92,-0.192,37.41,0.753,294,5482.18
4.0,3,2.5,0.03,-45.23,-9.22,-0.305,-0.107,-51.61,-0.179,30.56,0.925,216,5477.41
5.0,5,2.0,0.03,-45.24,-9.23,-0.587,-0.127,-54.94,-0.168,30.3,0.746,99,5476.01
4.0,5,3.0,0.05,-45.27,-9.23,-0.088,-0.029,-67.81,-0.136,30.2,0.996,149,5472.84
1.0,10,4.0,0.01,-45.52,-9.3,-0.946,-0.378,-52.45,-0.177,28.17,0.743,252,5447.96
4.0,8,3.0,0.08,-45.73,-9.36,0.028,0.008,-77.61,-0.121,31.07,1.056,103,5427.13
3.0,2,2.0,0.01,-45.99,-9.43,-0.965,-0.43,-51.74,-0.182,30.43,0.823,447,5400.78
0.5,10,2.5,0.01,-46.01,-9.43,-1.074,-0.389,-52.68,-0.179,31.0,0.752,271,5398.59
4.0,6,1.5,0.05,-46.28,-9.5,-0.223,-0.055,-71.47,-0.133,40.79,0.951,152,5372.49
3.0,8,2.0,0.02,-46.33,-9.52,-0.696,-0.202,-50.27,-0.189,30.64,0.785,173,5367.33
2.0,8,4.0,0.01,-46.82,-9.65,-1.02,-0.415,-52.24,-0.185,25.71,0.702,245,5317.71
3.0,3,4.0,0.02,-47.08,-9.72,-0.376,-0.181,-63.31,-0.154,28.26,0.922,322,5292.46
0.5,10,1.5,0.01,-47.12,-9.74,-1.26,-0.414,-49.89,-0.195,37.79,0.752,307,5287.58
5.0,5,4.0,0.03,-47.12,-9.73,-0.517,-0.129,-57.56,-0.169,24.72,0.726,89,5288.46
4.0,4,2.0,0.03,-47.25,-9.77,-0.412,-0.124,-51.86,-0.188,33.16,0.884,190,5274.59
5.0,3,2.0,0.03,-47.42,-9.82,-0.562,-0.138,-55.73,-0.176,29.63,0.788,135,5257.7
3.0,8,1.5,0.02,-47.46,-9.83,-0.786,-0.213,-51.04,-0.193,34.78,0.777,184,5254.03
7.0,2,3.0,0.1,-47.57,-9.86,-0.036,-0.007,-81.48,-0.121,32.26,0.998,62,5242.88
5.0,4,1.5,0.03,-47.81,-9.92,-0.665,-0.142,-56.23,-0.176,33.61,0.75,122,5219.18
5.0,3,3.0,0.03,-47.83,-9.93,-0.517,-0.138,-53.92,-0.184,28.12,0.776,128,5216.59
5.0,10,3.0,0.05,-47.86,-9.94,-0.376,-0.072,-62.2,-0.16,30.77,0.779,65,5214.04
3.0,8,4.0,0.03,-47.92,-9.96,-0.323,-0.113,-62.76,-0.159,26.49,0.884,151,5207.78
5.0,4,2.5,0.03,-48.07,-10.0,-0.594,-0.139,-54.76,-0.183,29.09,0.737,110,5193.24
4.0,3,1.5,0.03,-48.14,-10.02,-0.446,-0.135,-58.83,-0.17,36.32,0.898,234,5186.1
5.0,4,4.0,0.03,-48.31,-10.06,-0.488,-0.133,-58.52,-0.172,25.47,0.754,106,5168.96
5.0,3,2.5,0.03,-48.5,-10.12,-0.553,-0.142,-53.23,-0.19,29.01,0.774,131,5150.0
1.5,10,3.0,0.01,-48.81,-10.2,-1.242,-0.428,-52.5,-0.194,28.87,0.67,239,5119.26
3.0,2,3.0,0.01,-48.85,-10.22,-0.955,-0.46,-55.34,-0.185,27.63,0.8,427,5114.55
4.0,2,1.5,0.02,-48.91,-10.23,-0.726,-0.234,-57.65,-0.178,33.58,0.829,271,5108.7
3.0,10,2.0,0.03,-49.05,-10.27,-0.504,-0.134,-62.45,-0.164,32.88,0.834,146,5095.48
4.0,4,2.5,0.03,-49.1,-10.29,-0.394,-0.128,-53.68,-0.192,30.05,0.88,183,5089.79
4.0,4,3.0,0.03,-49.18,-10.31,-0.356,-0.123,-58.57,-0.176,28.18,0.887,181,5082.45
4.0,6,4.0,0.05,-49.24,-10.32,-0.114,-0.037,-74.76,-0.138,30.53,0.974,131,5076.46
3.0,10,1.5,0.03,-49.58,-10.42,-0.568,-0.141,-54.86,-0.19,37.18,0.828,156,5042.49
4.0,3,3.0,0.03,-49.62,-10.44,-0.329,-0.122,-56.28,-0.185,28.64,0.909,213,5037.57
1.0,8,2.0,0.01,-49.75,-10.47,-1.154,-0.448,-54.75,-0.191,33.81,0.778,352,5025.22
5.0,8,1.5,0.1,-49.76,-10.47,-0.08,-0.014,-76.94,-0.136,40.79,0.987,76,5024.05
4.0,8,1.5,0.15,-49.95,-10.53,0.214,0.049,-91.46,-0.115,43.22,1.159,118,5004.61
0.5,10,4.0,0.01,-50.05,-10.56,-1.079,-0.431,-56.54,-0.187,27.59,0.715,261,4994.52
5.0,4,2.0,0.03,-50.16,-10.59,-0.656,-0.15,-58.99,-0.18,29.31,0.734,116,4983.96
4.0,6,2.5,0.05,-50.51,-10.69,-0.187,-0.054,-68.68,-0.156,34.29,0.95,140,4948.95
5.0,10,4.0,0.08,-50.56,-10.7,-0.104,-0.023,-77.71,-0.138,32.26,0.946,62,4944.1
1.0,10,3.0,0.01,-51.36,-10.94,-1.27,-0.459,-54.83,-0.199,28.68,0.679,258,4864.44
1.0,8,4.0,0.01,-51.47,-10.97,-1.006,-0.455,-57.6,-0.19,28.66,0.762,321,4852.67
3.0,2,1.5,0.01,-51.54,-10.99,-1.272,-0.518,-55.7,-0.197,32.82,0.773,457,4845.57
3.0,10,3.0,0.03,-51.95,-11.11,-0.493,-0.143,-61.19,-0.182,28.68,0.814,136,4805.03
5.0,4,3.0,0.03,-52.25,-11.2,-0.647,-0.158,-59.54,-0.188,27.52,0.701,109,4775.02
5.0,8,4.0,0.1,-52.36,-11.24,0.003,0.001,-85.12,-0.132,32.81,1.033,64,4764.02
2.0,8,1.5,0.01,-52.46,-11.27,-1.559,-0.504,-53.17,-0.212,33.1,0.655,284,4754.0
7.0,3,1.5,0.15,-52.7,-11.34,0.033,0.005,-86.33,-0.131,40.62,1.053,64,4730.46
4.0,6,3.0,0.05,-52.73,-11.35,-0.177,-0.055,-70.54,-0.161,31.65,0.95,139,4726.58
1.0,8,2.5,0.01,-52.83,-11.38,-1.189,-0.485,-58.64,-0.194,30.47,0.751,338,4717.09
0.5,10,3.0,0.01,-52.9,-11.4,-1.301,-0.477,-56.39,-0.202,28.46,0.681,267,4710.03
7.0,3,2.0,0.2,-53.05,-11.44,0.206,0.037,-90.03,-0.127,38.98,1.196,59,4694.66
2.0,8,2.0,0.01,-53.1,-11.46,-1.493,-0.51,-54.53,-0.21,29.26,0.645,270,4690.32
7.0,3,3.0,0.15,-53.24,-11.5,0.094,0.018,-91.01,-0.126,34.55,1.111,55,4675.54
3.0,5,3.0,0.02,-53.47,-11.57,-0.609,-0.237,-69.46,-0.167,26.58,0.828,237,4652.73
5.0,8,2.5,0.08,-53.51,-11.58,-0.162,-0.033,-67.35,-0.172,32.86,0.923,70,4649.47
4.0,8,2.0,0.1,-53.65,-11.63,0.033,0.008,-78.51,-0.148,36.94,1.06,111,4635.06
3.0,3,2.5,0.02,-53.81,-11.67,-0.545,-0.24,-64.75,-0.18,29.6,0.89,348,4619.47
3.0,5,2.5,0.02,-54.3,-11.83,-0.657,-0.245,-69.25,-0.171,28.4,0.825,243,4569.88
4.0,2,2.0,0.02,-54.32,-11.83,-0.784,-0.27,-58.73,-0.201,29.5,0.796,261,4567.95
4.0,10,2.0,0.15,-54.34,-11.84,0.212,0.05,-91.31,-0.13,40.0,1.167,100,4565.86
4.0,6,2.0,0.05,-54.61,-11.92,-0.263,-0.071,-65.95,-0.181,36.49,0.926,148,4539.35
4.0,2,4.0,0.03,-54.76,-11.97,-0.322,-0.138,-68.37,-0.175,26.47,0.911,238,4523.86
4.0,2,3.0,0.02,-54.82,-11.99,-0.681,-0.262,-58.3,-0.206,26.4,0.802,250,4518.36
5.0,2,3.0,0.03,-54.97,-12.04,-0.611,-0.174,-61.42,-0.196,25.35,0.747,142,4502.67
2.0,6,4.0,0.01,-55.08,-12.07,-1.171,-0.535,-61.54,-0.196,26.44,0.704,329,4492.36
1.5,8,4.0,0.01,-55.1,-12.08,-1.22,-0.51,-60.48,-0.2,27.65,0.69,293,4490.09
0.5,8,2.0,0.01,-55.18,-12.1,-1.299,-0.513,-59.2,-0.204,33.96,0.763,374,4481.65
2.0,6,2.0,0.01,-55.24,-12.12,-1.376,-0.543,-62.61,-0.194,30.56,0.714,360,4475.97
1.0,8,1.5,0.01,-55.26,-12.13,-1.458,-0.531,-57.46,-0.211,36.63,0.736,374,4474.41
2.0,10,4.0,0.02,-55.31,-12.14,-0.638,-0.242,-65.29,-0.186,27.27,0.793,198,4469.05
5.0,2,2.0,0.03,-55.65,-12.25,-0.699,-0.181,-65.33,-0.188,28.29,0.748,152,4434.99
5.0,3,1.5,0.03,-55.68,-12.26,-0.798,-0.183,-62.14,-0.197,31.25,0.723,144,4431.63
2.0,8,2.5,0.01,-55.69,-12.26,-1.53,-0.545,-57.92,-0.212,26.44,0.615,261,4431.35
2.0,6,3.0,0.01,-56.13,-12.4,-1.274,-0.55,-64.33,-0.193,27.19,0.704,342,4387.25
4.0,2,2.5,0.02,-56.14,-12.41,-0.764,-0.279,-58.3,-0.213,27.27,0.786,253,4386.3
2.0,8,3.0,0.01,-56.53,-12.53,-1.53,-0.558,-58.48,-0.214,25.2,0.598,254,4347.49
0.5,8,4.0,0.01,-56.63,-12.57,-1.126,-0.515,-62.22,-0.202,28.74,0.749,341,4336.59
0.5,8,2.5,0.01,-56.67,-12.58,-1.27,-0.529,-61.59,-0.204,30.83,0.75,360,4332.97
1.0,8,3.0,0.01,-56.76,-12.61,-1.304,-0.539,-61.88,-0.204,29.31,0.711,331,4324.03
2.0,6,2.5,0.01,-56.89,-12.65,-1.355,-0.563,-63.92,-0.198,28.08,0.7,349,4311.43
4.0,3,4.0,0.05,-56.95,-12.67,-0.081,-0.034,-77.04,-0.164,27.72,1.005,202,4305.1
5.0,10,2.5,0.1,-57.02,-12.69,-0.088,-0.017,-75.72,-0.168,34.33,0.97,67,4298.43
5.0,10,2.0,0.08,-57.25,-12.77,-0.249,-0.046,-72.19,-0.177,34.78,0.875,69,4274.56
7.0,2,1.5,0.2,-57.39,-12.81,0.17,0.029,-93.92,-0.136,42.25,1.151,71,4260.78
4.0,8,4.0,0.15,-57.42,-12.82,0.296,0.092,-94.72,-0.135,32.65,1.258,98,4258.22
3.0,8,2.5,0.03,-57.57,-12.87,-0.561,-0.171,-65.94,-0.195,29.01,0.814,162,4243.09
1.5,8,2.0,0.01,-57.59,-12.88,-1.549,-0.563,-60.19,-0.214,30.94,0.67,320,4241.27
3.0,6,3.0,0.02,-57.7,-12.92,-0.743,-0.273,-65.47,-0.197,26.51,0.775,215,4229.77
1.5,8,1.5,0.01,-57.8,-12.95,-1.656,-0.574,-59.12,-0.219,34.22,0.674,339,4219.63
2.0,6,1.5,0.01,-57.84,-12.96,-1.604,-0.591,-60.85,-0.213,33.16,0.689,374,4215.86
5.0,2,2.5,0.03,-57.84,-12.96,-0.714,-0.192,-61.81,-0.21,26.71,0.722,146,4216.19
3.0,3,3.0,0.02,-57.88,-12.98,-0.601,-0.27,-66.29,-0.196,28.11,0.865,338,4212.14
3.0,8,3.0,0.03,-58.05,-13.03,-0.535,-0.171,-66.11,-0.197,27.5,0.815,160,4195.35
3.0,5,4.0,0.02,-58.2,-13.08,-0.68,-0.272,-71.29,-0.184,24.78,0.787,226,4180.25
3.0,4,4.0,0.02,-58.67,-13.24,-0.624,-0.274,-68.51,-0.193,25.27,0.827,277,4133.35
5.0,8,2.0,0.08,-58.93,-13.33,-0.251,-0.047,-74.93,-0.178,34.25,0.88,73,4106.98
3.0,4,2.5,0.02,-59.02,-13.36,-0.703,-0.285,-67.64,-0.197,27.8,0.829,295,4098.15
4.0,4,1.5,0.05,-59.26,-13.44,-0.319,-0.09,-74.55,-0.18,38.19,0.929,199,4073.58
3.0,6,2.5,0.02,-59.45,-13.5,-0.84,-0.291,-66.17,-0.204,27.98,0.758,218,4055.44
5.0,6,3.0,0.05,-59.71,-13.6,-0.46,-0.101,-69.45,-0.196,30.12,0.761,83,4028.52
2.0,5,4.0,0.01,-59.98,-13.69,-1.264,-0.609,-67.16,-0.204,25.78,0.708,384,4001.62
5.0,2,1.5,0.03,-59.99,-13.69,-0.869,-0.21,-67.98,-0.201,30.63,0.713,160,4000.52
0.5,8,3.0,0.01,-60.19,-13.76,-1.367,-0.581,-65.01,-0.212,29.46,0.715,353,3980.59
5.0,6,2.5,0.05,-60.22,-13.77,-0.483,-0.103,-68.51,-0.201,31.03,0.765,87,3978.42
1.5,8,2.5,0.01,-60.3,-13.8,-1.595,-0.603,-64.16,-0.215,27.92,0.639,308,3970.05
2.0,5,3.0,0.01,-60.3,-13.8,-1.325,-0.613,-67.79,-0.204,26.38,0.716,398,3969.68
1.5,10,2.0,0.02,-60.8,-13.98,-0.873,-0.293,-71.1,-0.197,34.39,0.798,253,3919.54
5.0,6,2.0,0.05,-61.17,-14.1,-0.536,-0.109,-71.93,-0.196,32.22,0.757,90,3883.29
5.0,5,2.5,0.05,-61.35,-14.17,-0.465,-0.106,-69.04,-0.205,29.47,0.783,95,3865.06
1.0,10,2.0,0.02,-61.38,-14.18,-0.844,-0.294,-71.48,-0.198,35.16,0.821,273,3862.15
7.0,2,2.5,0.15,-61.48,-14.22,0.065,0.013,-91.49,-0.155,33.85,1.079,65,3852.23
0.5,8,1.5,0.01,-61.5,-14.22,-1.666,-0.618,-63.34,-0.225,36.75,0.714,400,3849.75
3.0,10,4.0,0.05,-61.71,-14.3,-0.24,-0.078,-76.16,-0.188,27.91,0.912,129,3829.44
1.5,6,1.5,0.01,-61.72,-14.3,-1.603,-0.636,-64.41,-0.222,35.65,0.728,446,3828.05
4.0,8,3.0,0.1,-61.84,-14.35,0.028,0.008,-85.96,-0.167,31.07,1.056,103,3816.04
1.5,6,4.0,0.01,-61.98,-14.4,-1.28,-0.619,-67.09,-0.215,29.22,0.721,397,3802.06
1.5,6,2.5,0.01,-62.11,-14.44,-1.44,-0.627,-66.93,-0.216,30.73,0.719,410,3788.61
3.0,8,2.0,0.03,-62.19,-14.47,-0.696,-0.202,-66.18,-0.219,30.64,0.785,173,3780.56
5.0,3,4.0,0.05,-62.24,-14.49,-0.321,-0.097,-72.32,-0.2,27.2,0.853,125,3775.87
3.0,4,3.0,0.02,-62.32,-14.52,-0.747,-0.312,-69.12,-0.21,25.69,0.805,288,3767.71
1.5,6,2.0,0.01,-62.4,-14.55,-1.543,-0.64,-65.83,-0.221,32.62,0.716,423,3759.64
1.5,10,4.0,0.02,-62.6,-14.62,-0.741,-0.294,-71.56,-0.204,29.06,0.79,234,3739.75
2.0,10,2.0,0.02,-62.62,-14.63,-1.002,-0.315,-67.78,-0.216,31.65,0.733,218,3738.36
3.0,5,2.0,0.02,-62.69,-14.66,-0.934,-0.323,-68.9,-0.213,29.92,0.762,254,3730.74
4.0,4,4.0,0.05,-63.06,-14.79,-0.174,-0.066,-79.43,-0.186,27.17,0.955,173,3693.67
5.0,5,1.5,0.05,-63.12,-14.82,-0.608,-0.12,-72.87,-0.203,35.29,0.754,102,3687.62
1.5,8,3.0,0.01,-63.14,-14.82,-1.692,-0.648,-66.38,-0.223,27.06,0.604,303,3686.43
3.0,8,1.5,0.03,-63.21,-14.85,-0.786,-0.213,-66.69,-0.223,34.78,0.777,184,3679.43
5.0,6,4.0,0.05,-63.32,-14.89,-0.45,-0.108,-77.79,-0.191,27.16,0.749,81,3667.77
5.0,10,4.0,0.1,-63.35,-14.9,-0.104,-0.023,-85.51,-0.174,32.26,0.946,62,3665.35
7.0,3,4.0,0.2,-63.44,-14.93,0.232,0.053,-97.34,-0.153,32.08,1.271,53,3656.29
5.0,10,1.5,0.15,-63.51,-14.96,0.006,0.001,-86.64,-0.173,42.25,1.04,71,3649.09
2.0,5,2.5,0.01,-63.53,-14.97,-1.508,-0.674,-69.33,-0.216,26.83,0.693,410,3646.84
1.5,6,3.0,0.01,-63.66,-15.02,-1.44,-0.652,-68.24,-0.22,29.66,0.708,408,3633.51
5.0,8,3.0,0.08,-63.69,-15.03,-0.278,-0.055,-78.44,-0.192,31.34,0.842,67,3630.61
2.0,10,1.5,0.02,-63.89,-15.1,-1.124,-0.333,-66.9,-0.226,35.34,0.724,232,3611.49
3.0,3,2.0,0.02,-63.89,-15.1,-0.838,-0.338,-67.83,-0.223,30.51,0.824,354,3611.35
3.0,6,4.0,0.02,-64.03,-15.16,-0.869,-0.328,-69.73,-0.217,23.76,0.711,202,3596.96
0.5,10,2.0,0.02,-64.09,-15.18,-0.894,-0.316,-73.64,-0.206,34.98,0.816,283,3590.9
5.0,5,3.0,0.05,-64.36,-15.28,-0.507,-0.117,-72.68,-0.21,27.47,0.748,91,3564.4
3.0,6,2.0,0.02,-64.43,-15.31,-1.058,-0.342,-68.88,-0.222,29.52,0.714,227,3557.49
4.0,2,1.5,0.03,-64.46,-15.32,-0.715,-0.231,-73.06,-0.21,33.58,0.831,271,3553.77
3.0,3,4.0,0.03,-64.57,-15.36,-0.369,-0.178,-78.44,-0.196,28.26,0.924,322,3542.73
4.0,10,2.5,0.2,-64.81,-15.45,0.359,0.092,-96.96,-0.159,38.95,1.279,95,3518.78
3.0,10,2.5,0.05,-65.2,-15.6,-0.362,-0.103,-80.67,-0.193,31.65,0.878,139,3480.1
4.0,5,2.5,0.08,-65.29,-15.64,-0.044,-0.014,-77.47,-0.202,33.33,1.02,150,3470.72
5.0,6,1.5,0.08,-65.31,-15.65,-0.312,-0.06,-80.45,-0.195,38.71,0.875,93,3469.02
2.0,5,2.0,0.01,-65.81,-15.85,-1.731,-0.728,-69.45,-0.228,28.3,0.668,424,3418.82
1.0,6,4.0,0.01,-65.82,-15.85,-1.324,-0.682,-69.6,-0.228,29.31,0.736,447,3417.95
5.0,8,2.5,0.1,-65.83,-15.85,-0.162,-0.033,-77.71,-0.204,32.86,0.923,70,3416.59
5.0,5,2.0,0.05,-65.9,-15.88,-0.587,-0.127,-75.08,-0.211,30.3,0.746,99,3410.22
7.0,2,4.0,0.15,-66.43,-16.09,0.09,0.021,-95.31,-0.169,29.51,1.109,61,3357.06
5.0,2,4.0,0.05,-66.51,-16.12,-0.341,-0.11,-77.73,-0.207,24.82,0.849,137,3349.31
2.0,5,1.5,0.01,-66.68,-16.19,-1.927,-0.755,-67.55,-0.24,31.35,0.653,437,3332.08
1.5,5,4.0,0.01,-67.12,-16.37,-1.344,-0.71,-70.81,-0.231,28.45,0.739,485,3287.87
4.0,3,2.0,0.05,-67.15,-16.38,-0.332,-0.108,-71.57,-0.229,33.03,0.924,221,3284.89
1.5,10,1.5,0.02,-67.2,-16.4,-1.141,-0.362,-70.98,-0.231,36.76,0.751,272,3279.92
1.0,6,2.0,0.01,-67.24,-16.42,-1.651,-0.724,-70.5,-0.233,33.19,0.723,479,3275.58
4.0,5,4.0,0.08,-67.36,-16.47,0.01,0.004,-90.2,-0.183,28.87,1.044,142,3263.94
0.5,6,4.0,0.01,-67.38,-16.48,-1.324,-0.701,-71.07,-0.232,28.78,0.75,469,3262.26
1.0,6,2.5,0.01,-67.41,-16.49,-1.559,-0.72,-71.47,-0.231,31.05,0.723,467,3259.24
1.0,6,1.5,0.01,-67.45,-16.51,-1.75,-0.736,-69.89,-0.236,36.29,0.73,507,3255.28
3.0,4,1.5,0.02,-67.46,-16.51,-1.095,-0.383,-69.76,-0.237,33.23,0.762,319,3254.37
1.5,5,3.0,0.01,-67.56,-16.55,-1.429,-0.721,-70.59,-0.234,28.86,0.742,499,3243.75
4.0,5,2.0,0.08,-67.83,-16.66,-0.11,-0.031,-77.37,-0.215,36.08,0.995,158,3217.06
3.0,6,1.5,0.02,-67.95,-16.71,-1.293,-0.384,-69.66,-0.24,32.48,0.674,234,3204.96
1.5,10,2.5,0.02,-68.08,-16.77,-1.034,-0.358,-75.04,-0.223,30.58,0.736,242,3191.58
1.0,6,3.0,0.01,-68.12,-16.78,-1.515,-0.731,-71.98,-0.233,29.96,0.72,464,3188.4
3.0,2,2.5,0.02,-68.19,-16.82,-0.781,-0.378,-76.92,-0.219,29.0,0.851,438,3180.83
3.0,3,1.5,0.02,-68.23,-16.83,-1.064,-0.395,-71.32,-0.236,33.79,0.787,367,3176.54
5.0,4,1.5,0.05,-68.42,-16.91,-0.665,-0.142,-76.25,-0.222,33.61,0.75,122,3157.63
5.0,5,4.0,0.05,-68.43,-16.92,-0.517,-0.129,-77.78,-0.217,24.72,0.726,89,3157.33
